Wavelength	I1	I1 dark	R1	R1dark	XCorrect	I1c	R1c	I1c/R1c	Abs	Percent T
nm	uA	uA	uA	uA		uA	uA	uA/uA	OD	T*100
	Abs Detector Raw	Dark Offset for Abs Detector	Ref Detector Raw	Dark Offset for Ref Detector	Linear interp	Dark subtracted Abs Detector	Corrected Ref Detector	Corrected Intensity 	-Log(T)	% Transmittance
500	3.40235702009626	0.003742919945066	2.71061241348533	0.00308728221613368	0.647101104259491	3.39861410015119	1.75204250225462	1.93980117250448	-0.00123663636783396	100.285151833221
498	3.48035112867133		2.77014844840369		0.652579486370087	3.47660820872626	1.80572735458529	1.92532288991364	-0.00123481754712568	100.284731840942
496	3.62959053481328		2.88571230536379		0.658019542694092	3.62584761486821	1.89682359949017	1.91153653710486	-0.00121485369313513	100.280122010949
494	3.88560281650515		3.08488860583746		0.6634840965271	3.88185989656008	2.04472616687891	1.89847421108978	-0.0013190424925042	100.304182456828
492	4.11643632144216		3.26222420327339		0.669135093688965	4.11269340149709	2.18080288901681	1.88586204751006	-0.00131709294791268	100.303732193134
490	4.18567700964205		3.31132486713969		0.675155639648438	4.18193408969698	2.23357526275807	1.87230498090897	-0.00128971882858509	100.297410123854
488	4.15805108690087		3.28536122710672		0.681718409061432	4.15430816695581	2.2375865718146	1.85660220671901	-0.00126973189444359	100.292794381111
486	4.25224811045026		3.35628335817098		0.688922226428986	4.2485051905052	2.31009130629975	1.83910704261744	-0.00117656507499848	100.271281424184
484	4.56406917609882		3.59462688993345		0.696800053119659	4.56032625615375	2.50258498943879	1.82224630747762	-0.00129109613137281	100.297728203239
482	4.91028295157088		3.85486789963577		0.705317854881287	4.90654003162582	2.71672964255174	1.80604648868088	-0.00132312812008443	100.30512607338
480	5.07654405442216		3.97421298704952		0.714412152767181	5.0728011344771	2.83702046369911	1.78807350859317	-0.00129660032224881	100.298999371448
478	5.03487063173712		3.93604634901843		0.724068522453308	5.03112771179205	2.84773186036888	1.76671398800179	-0.00113112528017862	100.26079068969
476	5.19118870484297		4.04972812346652		0.734353184700012	5.18744578489791	2.97166358910936	1.74563695699238	-0.00121750215289543	100.280733551479
474	5.65112652038796		4.38760018266333		0.745478987693787	5.6473836004429	3.26856223855572	1.72778830209404	-0.00125046838357151	100.288345905322
472	6.27897474541827		4.8362738869252		0.757483243942261	6.2752318254732	3.66105786791331	1.71404879460425	-0.00113572815239791	100.261853309808
470	6.89693024099591		5.26005703464591		0.769963383674622	6.89318732105085	4.04767421845597	1.70299953727015	-0.00110497984291827	100.254754961819
468	7.35858224598718		5.5592685080597		0.781956672668457	7.35483932604212	4.34469298410358	1.69283292351199	-5.9320392777493E-4	100.136683579092
466	7.35312430655586		5.54820510478359		0.79232394695282	7.3493813866108	4.39352963949507	1.67277382643433	-4.81541828652079E-4	100.110940597235
464	6.93738101720147		5.26384865572451		0.800474584102631	6.9336380972564	4.2111057725223	1.64651245345077	-6.8321179198553E-4	100.157439134235
462	6.40797046755908		4.89546317623948		0.806607007980347	6.40422754761401	3.94622468179334	1.62287453554308	-7.13404260599875E-4	100.164402394376
460	5.95430294495778		4.57345615115896		0.811446130275726	5.95056002501271	3.70860813263631	1.60452649948289	-8.00544405295245E-4	100.184502157556
458	5.48237725836694		4.23648091080623		0.815723776817322	5.47863433842187	3.4532798394679	1.58650170073273	-8.05742310708857E-4	100.18570123492
456	5.03835295838336		3.92129784077658		0.819841384887695	5.03461003843829	3.21231117061179	1.56728591068575	-7.47748025027301E-4	100.172323652426
454	4.70943386301797		3.69236774647649		0.823944866657257	4.7056909430729	3.03976370018623	1.54804498217563	-7.21918892430508E-4	100.166366203277
452	4.52467039207656		3.57337980261601		0.828078091144562	4.52092747213149	2.95648101512044	1.52915829630224	-7.3419467273729E-4	100.169197548679
450	4.35163344208439		3.45724300864648		0.832277178764343	4.34789052213932	2.87481498300615	1.51240707587826	-7.79942920285222E-4	100.179749850878
448	4.04054678072977		3.2256552922867		0.836676299571991	4.03680386078471	2.69624627778491	1.49719404122873	-8.05510850381175E-4	100.185647840254
446	3.7227175412771		2.98145704130934		0.841527163982391	3.71897462133203	2.50637905666063	1.48380374127727	-8.28838524605565E-4	100.191029352155
444	3.54387306689407		2.84035570642394		0.847182273864746	3.540130146949	2.40368351518501	1.472793786946	-8.33695406032145E-4	100.192149833052
442	3.53131302544035		2.82520055755871		0.853903293609619	3.52757010549529	2.40981182075446	1.46383633573134	-7.60002947258318E-4	100.175150355062
440	3.55361329390593		2.83403114590233		0.861756920814514	3.54987037396086	2.43958546696896	1.45511211721201	-6.25181119980679E-4	100.144056935188
