Wavelength	I1	I1 dark	R1	R1dark	XCorrect	I1c	R1c	I1c/R1c	Abs	Percent T
nm	uA	uA	uA	uA		uA	uA	uA/uA	OD	T*100
	Abs Detector Raw	Dark Offset for Abs Detector	Ref Detector Raw	Dark Offset for Ref Detector	Linear interp	Dark subtracted Abs Detector	Corrected Ref Detector	Corrected Intensity 	-Log(T)	% Transmittance
500	3.40201573591793	0.00373637897333616	2.71522819227548	0.00308964351563901	0.647101104259491	3.3982793569446	1.75502784980723	1.93631078693017	-4.54483726102371E-4	100.104703521178
498	3.47249600907381		2.7691582360053		0.652579486370087	3.46875963010047	1.80507962135133	1.92166571993299	-4.09086367996288E-4	100.094239995274
496	3.62153562029468		2.88499341864792		0.658019542694092	3.61779924132135	1.89634900420092	1.90777079182522	-3.58445562383991E-4	100.082569210479
494	3.88552110996251		3.09138855698336		0.6634840965271	3.88178473098917	2.04903721440775	1.89444325544431	-3.9594175637939E-4	100.091210530121
492	4.10450131660703		3.2596543741821		0.669135093688965	4.1007649376337	2.17908174615868	1.8818775132519	-3.9852527173645E-4	100.091805950877
490	4.16446988570335		3.30179858788088		0.675155639648438	4.16073350673001	2.22714194734694	1.86819412731481	-3.35128706257732E-4	100.077196017126
488	4.13982078179794		3.27848363436076		0.681718409061432	4.1360844028246	2.23289638048831	1.85234050221358	-2.71692447625105E-4	100.062579070513
486	4.24486080579228		3.35782832154372		0.688922226428986	4.24112442681894	2.31115403915454	1.83506782973688	-2.21679348053095E-4	100.051056585665
484	4.54447491836461		3.58780038605448		0.696800053119659	4.54073853939127	2.49782663581968	1.81787577819675	-2.48220306285235E-4	100.057171174193
482	4.89276909177759		3.85103201097922		0.705317854881287	4.88903271280425	2.71402245632623	1.80139729551912	-2.03709399171851E-4	100.046916825085
480	5.04641662046051		3.96140179325305		0.714412152767181	5.04268024148718	2.82786630421839	1.78321027198665	-1.13788617713169E-4	100.026204230199
478	5.02111424751474		3.93556602431332		0.724068522453308	5.01737786854141	2.84738236262671	1.76210189906244	4.10306894463136E-6	99.9990552379242
476	5.17344695442558		4.04704945160223		0.734353184700012	5.16971057545225	2.96969476386723	1.74082220110732	-1.79910460380114E-5	100.004142677248
474	5.62750206247455		4.38230635700089		0.745478987693787	5.62376568350121	3.26461404246069	1.72264335396362	4.46879687054455E-5	99.9897107443225
472	6.2477773139023		4.82658803979594		0.757483243942261	6.24404093492897	3.65371921236469	1.70895478607066	1.56880153682804E-4	99.963883533241
470	6.86478760928841		5.25186864600676		0.769963383674622	6.86105123031508	4.04136764091836	1.69770529185411	2.47247735245226E-4	99.9430853076139
468	7.31534121588653		5.54654038311056		0.781956672668457	7.31160483691319	4.33473829543514	1.68674654352558	9.71064127668516E-4	99.7766540106823
466	7.31152362801116		5.53720985580409		0.79232394695282	7.30778724903782	4.38481596951176	1.6666120767325	0.00112115819402066	99.7421767221508
464	6.89486990409008		5.25094327003389		0.800474584102631	6.89113352511675	4.20077344911868	1.64044398218202	9.20403364859883E-4	99.7882937078131
462	6.37749012588399		4.89019767333083		0.806607007980347	6.37375374691066	3.94197558560596	1.61689325783353	8.90191441926011E-4	99.7952357741533
460	5.91708025955964		4.56300911995071		0.811446130275726	5.9133438805863	3.70012901352215	1.59814532384572	9.30081264402857E-4	99.7860700315703
458	5.45138075458454		4.2297245314387		0.815723776817322	5.44764437561121	3.44776657400446	1.58005023213737	9.63905651664329E-4	99.7782986428381
456	5.00274754104516		3.90997835107572		0.819841384887695	4.99901116207183	3.20302904860815	1.56071365142446	0.00107725231425601	99.7522608691388
454	4.6843226497394		3.68816752432531		0.823944866657257	4.68058627076607	3.03630100312533	1.54154224694727	0.00110622576746581	99.7456062346031
452	4.49079174475099		3.56213660930156		0.828078091144562	4.48705536577766	2.94716881772185	1.52249689220251	0.00116183581471446	99.7328349400255
450	4.31669531722399		3.44507534267947		0.832277178764343	4.31295893825066	2.86468614704729	1.50556072004472	0.00119048212147728	99.7262567234438
448	4.00761682480667		3.21438957699968		0.836676299571991	4.00388044583333	2.68681854516321	1.49019384023573	0.00122981522606532	99.7172251427386
446	3.69463857410414		2.97305259798355		0.841527163982391	3.6909021951308	2.49930450220615	1.47677171464015	0.00123425775770265	99.7162051098342
444	3.52438059626883		2.83891118738674		0.847182273864746	3.5206442172955	2.40245774381135	1.46543439790546	0.00134186655385595	99.6915006478337
442	3.50883170717081		2.82212724702412		0.853903293609619	3.50509532819747	2.40718549444526	1.45609689668109	0.00154224390315652	99.6455150047162
