,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455
290,100346.49,56896.734,29373.437,16151.078,10283.695,10712.648,55348.301,140419.34,52953.59,18083.762,17663.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,119480.75,70020.953,32923.312,20161.187,14244.664,13618.445,22784.035,130823.36,163784.93,38435.516,22896.09,21761.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,135481.84,77352.469,40723.875,23345.039,16002.398,17709.141,21011.625,61157.25,230417.99,138782.71,35598.973,26257.726,25216.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,144354,86871.047,52017.234,31974.172,23645.172,23761.57,26627.144,37101.367,147210.65,290253.16,97864.875,35296.062,27181.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,144366.99,119591.79,59052.414,38196.242,29070.156,31292.859,35962.551,45091.312,73531.937,273984.69,277345.79,74623.703,32082.051,29012.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,188984.88,111890.71,72800,47903.703,35160.289,39494.601,44001.219,53942.433,66254.719,137519.96,382707.92,224105.31,51729.883,29616.863,37622.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,222272.21,147382.95,73291.953,56586.789,45002.195,47048.062,52952.707,64158.363,76759.41,91482.305,250709.97,399991.33,148243.6,40248.219,28541.922,47006.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,252429.8,162126.24,86502.812,62530.109,53443.172,58473.398,63384.312,76899.812,89716.859,99223.394,126663.54,362064.12,348754.51,88745.683,35355.252,35293.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,265144.7,181716.74,110141.73,80507.031,65869.305,70131.453,78280.363,93014.867,108263.76,117278.21,119931,208131.07,449857.34,252890.1,51254.941,37931.824,37532.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
