,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455
290,93135.718,52758.555,28828.332,13184.484,11209.312,10788.562,56079.09,140992.78,49865.504,16291.889,15703.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,100892.33,68945.398,33248.492,18369.254,13735.187,12176.582,22564.699,129164.23,159886.4,37944.496,21720.17,18464.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,111962.02,70080.43,38011.058,20630.215,16204.531,15360.176,20240.398,58071.734,228090.51,137040.52,32849.711,24587.039,21474.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,121513.76,84927.941,43687.148,26024.191,21047.25,23035.937,26260.437,35649.547,147886.52,287420.37,96542.041,33554.141,24888.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,145491.99,94749.098,53586.762,32169.914,27581.648,29766.324,34325.887,42418.578,68940.207,268975.81,275930.65,73058.812,30305.221,25218.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,156523.3,111816.42,57302.969,38508.625,35209.273,36923.023,42258.66,52119.168,63264.672,134681.9,381958.36,220717.19,50054.334,27245.113,30163.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,161774.59,116121.85,65711.894,45286.898,43179.719,44972.25,50693.707,60570.383,72367.348,88245.508,247300.23,396879.19,143999.96,37438.217,26060.275,37322.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,194031.19,125772.81,80327.266,53424.238,52769.664,53869.266,63042.551,74200.945,85974.586,96148.205,123458.29,358629.08,343687.7,86002.213,33664.113,31808.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,204520.99,157482.4,98251.644,66883.844,64712.476,68756.539,75251.828,88203.199,102791.02,113343.04,117429.08,205155,446431.54,250147.35,51485.58,36699.685,33756.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,214663.44,178694.7,116987.87,77262.129,77718.601,80664.512,90468.652,104073.85,121644.71,133704.05,135044.07,141773.33,322403.17,467066.06,148075.97,49905.896,37900.267,35917.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,242217.64,213754.64,133385.37,99283.851,92695.148,95391.062,107740.01,124446.95,140671.85,155988.46,157246.71,150348.09,183935.85,451632.73,416236.64,104430.32,49389.779,40103.088,39557.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,273720.99,233280.25,160937.19,120675.7,114835.41,115387.86,126978.33,143392.77,163802.31,180692.16,182117.38,174284.8,160170.63,258087.2,564647.17,307918.46,80569.305,52107.902,42462.186,42820.349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,304363.44,249282.45,191327.11,149142.2,133913.8,135762.82,148593.05,166007.21,187371.98,204726.29,209871.33,203114.92,183633.42,173658.68,386503.66,543590.96,201256.38,71187.34,55194.515,46803.453,47280.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,306492.81,293454.92,225712.71,173786.55,161347.05,165485.11,172854.81,191761.08,212245.56,232182.65,240660.69,232083.67,213663.92,186611.37,213450.24,526430.32,441781,130952.04,73496.556,59611.877,52171.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,332063.63,297995.64,265822.64,214813.53,196180.23,194558.51,201757.26,219668.41,239976.47,260825.67,268633.52,264871,247106.32,218606.37,196173.07,338982.89,600421.42,309242.01,101778.93,79215.67,64245.914,58633.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,347225.34,350858.57,309001.65,262525.94,241542.91,227844.89,236380,254467.8,276957.84,294668.33,303698.1,299560.59,284828.45,256458.53,230838.78,243114.63,504168.07,576063.58,198531.44,106709.38,86907.094,68205.285,63710.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,361483.61,381796.94,357253.52,305369.16,293289.81,278182,278851.43,294750.48,317513.38,334129.09,339866.31,342043.4,327445.03,298606.83,273134.57,254383.33,336429.91,653594.17,461926.8,164994.37,116579.06,92141.981,70098.36,68383.693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,399677.03,430347.46,402669.14,371641.08,351953.33,329254.89,335906.25,345667.23,364891.41,378656.91,387575.95,386255.87,372206.07,345898.53,321109.64,299143.69,290217.89,479089.24,727888.12,344814.12,160371.36,123360.91,95847.001,76076.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,409725.95,449996.01,455619.8,423984.72,409804.55,395495.89,392907.59,399213.26,414953.27,430605.25,434768.59,430587.8,419519.45,394999.84,369736.18,350122.55,326419.17,346264.31,642917.13,632555.68,269978.92,163258.22,128169.33,97941.04,80713.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,455932.51,506887.93,519731.17,490589.68,474381.16,458292.46,451355.95,456933.11,471538.41,482386.36,482087,479989.52,466859.13,443607.77,421989.49,403286.88,378764.75,357072.58,434371.89,737998.19,503261.18,227969.82,165243.16,130348.01,97967.297,85656.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,473608.75,529906.81,569818.55,555428.02,541337.41,529221.82,516255.95,515914.44,529628.27,533848.73,533128.76,526313.49,513869.55,491601.73,473864.24,458016.87,434045.47,408776.4,390852.32,591241.59,729407.29,381489.05,210959.62,167012.1,127692.65,95075.967,84971.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,480613.89,560595.98,610592.18,630388.67,613618.62,591056.8,583745.97,581575.15,584675.8,584330.06,585624.17,577576.31,562608.89,541244.37,526788.02,511222.83,489498.62,464066.25,434190.89,464362.13,720917.35,640906.5,294551.48,208742.39,163770.62,123570.58,90903.101,84626.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,476596.12,591671.98,665128.92,682195.06,691392.77,664159.55,656175.89,646011.32,644916.37,643037.26,639480.42,626030.82,610236.3,589127.12,571909.79,562723.11,542751.76,519574.07,487543.42,461811.35,565377.74,788218.71,514204.78,268322.61,204599.46,159674.82,118453.12,90070.35,80722.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
