Wavelength	I1	I1 dark	R1	R1dark	XCorrect	I1c	R1c	I1c/R1c	Abs	Percent T
nm	uA	uA	uA	uA		uA	uA	uA/uA	OD	T*100
	Abs Detector Raw	Dark Offset for Abs Detector	Ref Detector Raw	Dark Offset for Ref Detector	Linear interp	Dark subtracted Abs Detector	Corrected Ref Detector	Corrected Intensity 	-Log(T)	% Transmittance
500	3.79122319530024	0.00294558675733402	3.0379606104195	0.00290626850874235	0.647101104259491	3.7882776085429	1.96398701613802	1.92887100444899	-3.42529577753046E-4	100.078901460803
498	3.88523349033475		3.10951065896173		0.652579486370087	3.88228790357741	2.02730629747687	1.91499819657701	-2.98321375988571E-4	100.068714633022
496	4.05224734953068		3.23839982348577		0.658019542694092	4.04930176277334	2.12901798943567	1.90195751415265	-3.58435715411656E-4	100.082566941258
494	4.32123858869021		3.44605352626931		0.6634840965271	4.31829300193288	2.28447344752503	1.89027935807757	-4.85195837369271E-4	100.111782900795
492	4.547427804095		3.61767589863042		0.669135093688965	4.54448221733767	2.41876921511549	1.87884077114016	-5.30995119012079E-4	100.122340920071
490	4.62805521099939		3.67441542477089		0.675155639648438	4.62510962424206	2.47884011287126	1.86583620307998	-5.30423167436563E-4	100.122209062322
488	4.62757535016147		3.6692644994985		0.681718409061432	4.62462976340413	2.49942390027962	1.8502782832823	-5.05146932017029E-4	100.116382050953
486	4.76070319875061		3.76813308064641		0.688922226428986	4.75775761199327	2.59394843842799	1.83417586159755	-5.30423975714986E-4	100.122209248663
484	5.07416137132621		4.00292977648555		0.696800053119659	5.07121578456888	2.78721659283813	1.81945522195856	-6.2959210338858E-4	100.145074069956
482	5.42879458768261		4.26279044683392		0.705317854881287	5.42584900092527	3.00457237069904	1.80586397380167	-7.56178168014697E-4	100.174268128451
480	5.61441713088621		4.39222669387531		0.714412152767181	5.61147154412888	3.13578385427109	1.78949564284725	-7.44179733374003E-4	100.171500610429
478	5.63128444038912		4.39638978223758		0.724068522453308	5.62833885363179	3.18118311620861	1.76925962700938	-7.52850247323639E-4	100.173500513949
476	5.82658756460873		4.53300551899638		0.734353184700012	5.8236419778514	3.32669281160273	1.75058002276011	-8.30923648057796E-4	100.191510387893
474	6.34844840725004		4.89535851071255		0.745478987693787	6.3455028204927	3.64722034485829	1.73981888136766	-0.00108355471537327	100.249809198013
472	6.95250911772696		5.29373925619101		0.757483243942261	6.94956353096962	4.00771733466629	1.73404533070651	-0.00115109058649193	100.265399966329
470	7.47535495548152		5.62141259960826		0.769963383674622	7.47240936872418	4.32604414589067	1.72730770115286	-0.00121132798101442	100.279307914935
468	7.83040703414092		5.83372153430679		0.781956672668457	7.82746144738359	4.55944490418788	1.7167575465588	-9.65876356354646E-4	100.222648745005
466	7.76952986641543		5.79058045537761		0.79232394695282	7.76658427965809	4.58571285541689	1.69364819048445	-7.47361704812166E-4	100.172234545661
464	7.34541097162575		5.51911125236078		0.800474584102631	7.34246538486842	4.41558189027382	1.66285340580856	-6.52875093275038E-4	100.150443097993
462	6.83362978714729		5.1833388855384		0.806607007980347	6.83068420038995	4.17857325326609	1.63469294095799	-6.61270636216484E-4	100.152379170192
460	6.37749272354023		4.87616115971504		0.811446130275726	6.3745471367829	3.95438382331661	1.61202033530384	-5.59444832285886E-4	100.128899937766
458	5.91794780350148		4.56318351692267		0.815723776817322	5.91500221674415	3.71992658041031	1.59008574198573	-4.47535191232624E-4	100.103101899496
456	5.48567290288502		4.26905797366434		0.819841384887695	5.48272731612769	3.49756772209577	1.56758288952941	-4.22867950712498E-4	100.097416362907
454	5.160914432503		4.0521448153514		0.823944866657257	5.15796884574567	3.3363493145417	1.54599184901423	-4.30592423270589E-4	100.099196736949
452	4.97132132535042		3.93573826552357		0.828078091144562	4.96837573859309	3.25669201288029	1.52558968393175	-3.95435924955259E-4	100.091093951964
450	4.80550913118876		3.82985430842713		0.832277178764343	4.80256354443142	3.18508151794101	1.50783065280415	-4.46529917083972E-4	100.102870188185
448	4.51548650783591		3.61927706805761		0.836676299571991	4.51254092107858	3.02573173844675	1.49138830245244	-4.35272334142397E-4	100.100275400995
446	4.1995480178874		3.37902289421293		0.841527163982391	4.19660243113007	2.84109384930265	1.47710799210668	-4.00822313927144E-4	100.092335351361
444	4.02904308204527		3.24391031418641		0.847182273864746	4.02609749528794	2.74572117702205	1.46631694761322	-3.9480394172041E-4	100.090948299993
442	4.00588619981358		3.21741653255399		0.853903293609619	4.00294061305625	2.74488090181017	1.45832943440877	-4.10911185818454E-4	100.094660571967
