,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455,
290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
302,6.98E+04,3.47E+04,1.56E+04,1.16E+04,1.06E+04,1.09E+04,1.37E+04,2.30E+04,1.66E+05,3.65E+05,1.00E+05,2.07E+04,1.79E+04,1.67E+05,2.06E+06,2.28E+06,2.20E+05,2611.99166,989.14968,655.85717,662.41076,980.44002,896.95501,313.07674,194.58514,139.21448,114.22496,131.74853,134.28481,119.18951,90.16897,91.21545,76.59435,59.06675,71.30559,84.77252,69.69451,63.10992,73.40305,78.69853,65.20812,60.45401,61.22449,63.1241,55.15597,65.37972,
306,7.36E+04,3.42E+04,1.91E+04,1.35E+04,1.33E+04,1.39E+04,1.71E+04,2.24E+04,5.13E+04,3.15E+05,3.38E+05,5.44E+04,1.95E+04,1.90E+04,4.13E+05,3.14E+06,2.01E+06,9.85E+04,2184.64878,951.48521,719.2081,856.2731,1255.55461,907.73365,302.89792,188.05118,141.55756,149.10074,155.18573,137.82896,124.36997,124.28268,113.7435,77.6474,82.1132,96.97848,94.10671,81.29035,74.66561,75.09131,84.04897,73.60261,74.382,74.59275,67.36369,79.31673,
310,8.47E+04,4.49E+04,2.44E+04,1.61E+04,1.69E+04,1.75E+04,2.07E+04,2.60E+04,3.34E+04,1.18E+05,4.55E+05,2.44E+05,2.74E+04,1.86E+04,2.64E+04,1.13E+06,3.25E+06,1.72E+06,3.58E+04,1932.8967,979.82808,787.28642,1080.57827,1430.08712,919.96856,291.80146,205.55871,182.80094,193.90465,154.91025,157.87997,113.86568,112.29476,101.20404,95.45131,94.1548,97.65284,87.7922,94.05799,105.07418,91.85921,89.23619,91.29568,88.54835,85.67121,80.41725,
314,8.50E+04,5.06E+04,2.44E+04,1.97E+04,1.94E+04,2.04E+04,2.46E+04,3.01E+04,3.60E+04,4.87E+04,2.50E+05,5.05E+05,1.23E+05,2.11E+04,1.94E+04,5.41E+04,1.47E+06,3.80E+06,1.27E+06,8031.14247,1804.15471,1057.57741,899.15908,1222.17405,1641.12351,887.41827,276.75542,243.42049,229.03874,170.38666,158.61101,146.11653,125.58241,128.34373,125.07166,106.43213,112.03214,103.02519,116.60584,123.19934,110.09933,104.59049,88.31375,98.76365,106.72299,98.67987,
318,1.08E+05,6.15E+04,3.21E+04,2.37E+04,2.32E+04,2.48E+04,3.06E+04,3.65E+04,4.14E+04,4.69E+04,7.93E+04,4.25E+05,4.13E+05,5.49E+04,2.16E+04,2.19E+04,9.90E+04,2.39E+06,3.93E+06,7.16E+05,5046.77393,1735.46004,1206.33442,1048.08325,1587.33631,1821.31253,726.69304,287.81717,287.89911,256.43635,206.5238,175.36418,158.66358,135.14454,167.46633,135.52985,108.6786,129.92561,121.93343,136.54382,111.99708,116.12365,106.13101,115.42624,100.72679,104.37755,
322,1.45E+05,7.00E+04,3.81E+04,2.90E+04,2.76E+04,2.90E+04,3.46E+04,4.27E+04,4.87E+04,5.26E+04,5.46E+04,1.57E+05,5.64E+05,2.59E+05,3.15E+04,2.28E+04,2.26E+04,2.69E+05,3.28E+06,3.48E+06,4.09E+05,4299.2932,1941.12314,1144.5455,1260.30195,2034.15713,1924.73365,723.39083,352.91806,302.1844,234.09862,211.08815,194.01415,175.91778,167.79494,166.52254,145.35391,141.39644,144.01493,143.82255,129.75858,146.10527,124.6696,117.25867,110.52977,107.89406,
